movie_id	audience_score	critic_score	actor_names	actor_links	synopsis	In Theaters	Genre	Studio	Directed By	Runtime	Box Office	Rating	Written By
The Descent	75%	85%	Shauna Macdonald,Alex Reid,Natalie Jackson Mendoza,Saskia Mulder,Nora-Jane Noone,MyAnna Buring,Oliver Milburn,Molly Kayll,Craig Conway,Leslie Simpson,Mark Cronfield,Steve Lamb,Catherine Dyson,Julie Ellis,Sophie Trott,Tristan Matthiae,Stuart Luis,Justin Hackney,Terry Edwards,Nick Ingman	NA	NA	Aug 4, 2006 wide	Horror	Lionsgate	Neil Marshall	99 minutes	$26,005,908	R (for strong violence/gore and language)	Neil Marshall
Desert Bayou	56%	78%	Art Hoyle,Curtis Pleasant,Shmuley Boteach,Beverly Wright,Rabbi Shmuley Boteach,Rocky Anderson,Dr. Beverly Wright,Master P,Tamu Smith,Karyn Dudley,Art Hoyle	NA	NA	Oct 5, 2007 wide	Documentary,Special Interest	Cinema Libre	Alex LeMay	90 minutes	NA	NR	Thomas G. Lemmer
Desierto	47%	61%	Jeffrey Dean Morgan,Alondra Hidalgo,Diego Cataño,Gael García Bernal,Marco Pérez,Oscar Flores,David Lorenzo,Butch McCain,William A. Rodriguez	NA	NA	Oct 14, 2016 limited	Action & Adventure,Drama,Mystery & Suspense	Itaca Films	Jonás Cuarón	90 minutes	$1,969,105	R (for strong violence and language)	Jonás Cuarón, Mateo Garcia
Detention Of The Dead	25%	50%	Max Adler,Alexa Nikolas,Christa B. Allen,Jacob Zachar	NA	NA	Jun 28, 2013 limited	Comedy,Horror	Anchor Bay	Alex Craig Mann	87 minutes	$1,332	NR	Alex Craig Mann, Rob Rinow
The Devil's Backbone	89%	92%	Eduardo Noriega,Marisa Paredes,Fernando Tielve,Federico Luppi,Inigo Garces,Irene Visedo,Berta Ojea,Francisco Maestre,Jose Manuel Lorenzo,Frederico Luppi,Junio Valverde	NA	NA	Nov 21, 2001 wide	Art House & International,Drama,Mystery & Suspense	Sony Pictures Classics	Guillermo del Toro	108 minutes	NA	R (for violence, language and some sexuality)	Guillermo del Toro, Antonio Trashorras, David Muñoz
Devils on the Doorstep	95%	90%	Ding Yuan,Haibin Li,Hongbo Jiang,Kenya Sawada,Lianmei Chen,Teruyuki Kagawa,Weidong Cai,Zhijun Cong,Zi Xi,Chen Qiang,Jiang Wen,David Wu	NA	NA	Dec 18, 2002 limited	Art House & International,Comedy,Drama	Cowboy Pictures	Jiang Wen	162 minutes	NA	NR	Wang Shuping, Shi Jianquan, Jiang Wen
The Devil's Rejects	78%	53%	Sid Haig,Bill Moseley,William Forsythe,Ken Foree,Matthew McGrory,Leslie Easterbrook,Patricia Barnes,Geoffrey Lewis,Priscilla Barnes,Dave Sheridan,Sheri Moon Zombie,Kate Norby,Lew Temple,Elizabeth Daily,Danny Trejo,Diamond Dallas Page,Brian Posehn,Tom Towles,Michael Berryman,P.J. Soles,Ginger Lynn Allen,Deborah Van Valkenburgh,Mary Woronov,Ginger Lynn,Jossara Jinaro,Chris Ellis,Daniel Roebuck,Duane Whitaker,Michael "Red Bone" Alcott,Juanita Guzman,Sean Murphy,Jordan Orr,Kelvin Brown,Glenn Taranto,Mike Bellesfield,Joe Cappelletti,Richard Epcar,Kathleen Gati,Steve Kramer,Lex Lang,Steve Railsback,Robert Trebor,Tyler Mane,Tim Williams	NA	NA	Jul 22, 2005 wide	Horror	Lions Gate Films	Rob Zombie	109 minutes	$16,901,126	R (for sadistic violence, strong sexual content, language and drug use)	Rob Zombie
Dial A Prayer	41%	71%	Brittany Snow,Glenne Headly,Kate Flannery	NA	NA	Apr 10, 2015 limited	Comedy,Drama	Vertical Entertainment	Maggie Kiley	97 minutes	NA	PG-13 (for thematic elements, brief strong language, some drug use and suggestive material)	Maggie Kiley
Diary of the Dead	41%	61%	Michelle Morgan,Joshua Close,Shawn Roberts,Amy Lalonde,Joe Dinicol,Scott Wentworth,Philip Riccio,Phillip Riccio,Chris Violette,Tatiana Maslany,Todd William Shroeder,Laura De Carteret,Megan Park,Daniel Kash,Martin Roach,George Buza,Tino Monte,Matt Birman,Nick Alachiotis,R.D. Reid,Scott Gibson,Janet Lo,Alan Van Sprang,Ron Payne,Shelly Cook,James Binkley,Tom Savini,Guillermo del Toro,Quentin Tarantino,Stephen King,Simon Pegg,Wes Craven	NA	NA	Sep 8, 2007 wide	Horror,Mystery & Suspense	The Weinstein Company	George A. Romero	94 minutes	$679,335	R (for strong horror violence and gore, and pervasive language)	George A. Romero
Diary of a Wimpy Kid	49%	53%	Zachary Gordon,Robert Capron,Rachael Harris,Steve Zahn,Connor Fielding,Owen Fielding,Devon Bostick,Chloë Grace Moretz ,Karan Brar,Grayson Russell,Laine MacNeil,Alex Ferris,Andrew McNee,Belita Moreno,Rob LaBelle,Nicholas Carey,Samuel Patrick Chu,Donnie MacNeil,Samantha Page,Ava Hughes,Owen Best,Cainan Wiebe,Cole Heppell,Harrison Houde,Severin Korfer,Jennifer Clement,Karin Konoval,Raugi Yu,Kaye Capron,Jake D. Smith,Talon Dunbar,Naomi Dane,Willem Jacobson,Sean Bygrave,Maxine Miller,Taya Clyne,Nathaniel Marten,Peter New,Nikki Frazer,Greta Gibson,Nathan Smith,Kina Mori McWatt,Dylan Bell,Madison Bell,Adom Osei,Alf Humphreys,Brent Chapman,Rylee Styles,Rylee Stiles,Ryan Grantham,Ethan Shankaruk,Jesse Wheeler,Paul Hubbard,Brett Dier,Brandon Barton,Cindy Busby,Alicia Takase Lui,Tee Jay Sidhu,Tori Christianson,Emerald Schreier,Benjamin D. Mitchell,Haris Cash,Mariah Crudo,Aidan Gebert,Cameron Krpan,Paolo Tolfo,Alistair Abell,Tara McGuire	NA	NA	Mar 19, 2010 wide	Comedy,Kids & Family	20th Century Fox	Thor Freudenthal	93 minutes	$64,001,297	PG (for some rude humor and language)	Jackie Filgo, Jeff Filgo, Gabe Sachs, Jeff Judah
Diary of a Wimpy Kid 2: Rodrick Rules	61%	46%	Zachary Gordon,Devon Bostick,Rachael Harris,Robert Capron,Steve Zahn,Grayson Russell,Karan Brar,Laine MacNeil,Peyton List (II) ,Jeff Kinney	NA	NA	Mar 25, 2011 wide	Comedy,Drama,Kids & Family	20th Century Fox	David Bowers	100 minutes	$52,691,009	PG (for some mild rude humor and mischief)	Jeff Judah, Gabe Sachs
Diary of a Wimpy Kid: Dog Days	63%	51%	Zachary Gordon,Robert Capron,Devon Bostick	NA	NA	Aug 3, 2012 wide	Comedy,Kids & Family	20th Century Fox	David Bowers	94 minutes	$49,002,815	PG (for some rude humor)	Maya Forbes, Wallace Wolodarsky
Diggers	57%	70%	Paul Rudd,Maura Tierney,Lauren Ambrose,Ron Eldard,Josh Hamilton,Ken Marino,Sarah Paulson	NA	NA	Apr 14, 2007 wide	Comedy,Drama	Magnolia Pictures	Katherine Dieckmann	96 minutes	NA	R (for language, drug use and some sexual content)	Ken Marino
Digging Up the Marrow	42%	56%	Ray Wise,Will Barratt,Alex Pardee,Kane Hodder,Josh Ethier,Rileah Vanderbilt,Dave Brockie,Tom Holland,Mick Garris,Sarah Elbert,Steve Agee,Don Coscarelli	NA	NA	Feb 20, 2015 limited	Drama,Science Fiction & Fantasy	RLJE/Image Entertainment	NA	98 minutes	NA	NR	NA
Dil Bole Hadippa!	55%	67%	Shahid Kapoor,Rani Mukerji,Anupam Kher,Dalip Tahil,Rakhi Sawant,Sherlyn Chopra,Vrajesh Hirjee	NA	NA	Sep 13, 2009 wide	Art House & International,Comedy,Musical & Performing Arts,Sports & Fitness	Yash Raj Films	Anurag Singh	148 minutes	NA	PG	Jaya, Aparajita
Dim Sum: A Little Bit of Heart	52%	88%	Kim Chew,Laureen Chew,Victor Wong,Ida F.O. Chung,Cora Miao,John Nishio,Amy Hill,Keith Choy,Elsa Cruz Pearson,Mary Chew,Helen Chew,Nora Lee,Jarrett Chew,Joan Chen,Rita Yee,George Wu	NA	NA	Aug 9, 1985 wide	Art House & International,Comedy	Orion Classics	Wayne Wang	88 minutes	NA	PG	Terrel Seltzer
Dinosaurs Alive! 3D	34%	75%		NA	NA	Mar 30, 2007 limited	Action & Adventure,Documentary,Kids & Family,Special Interest	Giant Screen Films	Bayley Silleck, David Clark	40 minutes	NA	NR	David Clark, Bayley Silleck
Dinosaur 13	76%	72%	Peter Larson,Stan Adelstein,Lanice Archer,Robert Bakker,Vincent Blackfeather,David Burnham,Dr. Philip Currie,Patrick Duffy,Bruce Ellison,Denise Etzhorn,Bob Farrar,Henry Galiano,Bill Harlan,Susan Hendrickson,Lynn Hochstafl,Neil Larson,Phil Manning	NA	NA	Aug 15, 2014 limited	Action & Adventure,Documentary,Drama,Special Interest	Lionsgate Films	Todd Douglas Miller	94 minutes	NA	PG (for mild thematic elements, language and brief smoking)	Todd Douglas Miller
Dior and I	76%	83%	Omar Berrada,Jennifer Lawrence	NA	NA	Apr 10, 2015 limited	Documentary,Special Interest	The Orchard	Frederic Tcheng	90 minutes	NA	R (for some language)	Frederic Tcheng
Dirty Mary Crazy Larry	69%	50%	Peter Fonda,Susan George,Adam Roarke,Vic Morrow,Kenneth Tobey,Eugene Daniels,Roddy McDowall,Lynn Borden,Adrianne Herman,Janear Hines,Elizabeth James,William Campbell,Thomas Castranova	NA	NA	Jan 1, 1974 wide	Action & Adventure,Drama	Anchor Bay Entertainment	John Hough	93 minutes	NA	PG (adult situations)	NA
Disappearances	44%	52%	Kris Kristofferson,Charlie McDermott,Geneviève Bujold,Gary Farmer,William Sanderson,Lothaire Bluteau,Heather Rae,Luis Guzman,John Griesemer,Rusty De Wees,Munson Hicks,Josh Pellerin,Tessa Klein,William Raymond,William Rough,Christy Scott Cashman,Steve Small,Mark Jenks,Ken Winter	NA	NA	May 11, 2007 wide	Action & Adventure,Drama	Screen Media Ventures LLC	Jay Craven	118 minutes	NA	PG-13 (for violence and some thematic elements)	Jay Craven
The Disappearance of Alice Creed	67%	82%	Gemma Arterton	NA	NA	Aug 6, 2010 limited	Mystery & Suspense	Anchor Bay Entertainment	J Blakeson	100 minutes	$166,980	R (for violent content, pervasive language and some sexuality/nudity)	J Blakeson
The Discreet Charm Of The Bourgeoisie	89%	98%	Fernando Rey,Delphine Seyrig,Stéphane Audran,Bulle Ogier,Jean-Pierre Cassel,Paul Frankeur,Michel Piccoli,Julien Bertheau,Claude Piéplu,Muni,Milena Vukotic,Luis Buñuel,Georges Douking,Bernard Musson,Francois Maistre,Maria Gabriella Maione,Pierre Maguelon,Maxence Mailfort,Ellen Bahl,Jacques Rispal,Jacques Rispala,Robert Benoît,Jean Degrave,Pierre Lary,Pierre Lamy,Anne Marie Descott,Diane Vernon,Christian Baltauss,Robert Le Beal,Olivier Bauchet,Anne-Marie Deschott,Michel Dhermay,Sebastien Floche,Francois Guilloteau,Claude Jaeger,Jean-Claude Jarry,Alix Mahieux,Robert Party,Jean Revel,Amparo Soler Leal	NA	NA	Sep 15, 1972 wide	Art House & International,Comedy,Drama,Science Fiction & Fantasy,Special Interest	20th Century Fox	Luis Buñuel	101 minutes	NA	PG	Jean-Claude Carriere, Luis Buñuel
Disgrace	61%	83%	John Malkovich,Eriq Ebouaney,Paula Arundell,Fiona Press,Antoinette Engel,David Dennis,Jessica Haines,Charles Tertiens,Scott Cooper	NA	NA	Sep 6, 2008 wide	Art House & International,Drama	Maximum Film Distribution	Steve Jacobs	118 minutes	NA	R (for sexual content, nudity, some violence and brief language)	Anna Maria Monticelli
Disneynature African Cats	77%	71%		NA	NA	Apr 22, 2011 wide	Action & Adventure,Documentary,Special Interest	Disneynature	Alastair Fothergill, Keith Scholey	89 minutes	$15,415,270	G	NA
Disturbing The Peace	69%	100%	Suliman al-Khatib,Chen Alon,Shifa al-Qudsi,Maia Hascal,Mohammed Owedah,Jamel Qassas,Avner Wishnitzer,Assaf Yacobovitz	NA	NA	Nov 11, 2016 limited	Documentary	Reconsider	Stephen Apkon, Andrew Young	82 minutes	$23,688	NR	NA
The Divorcée	63%	75%	Norma Shearer,Chester Morris,Conrad Nagel,Robert Montgomery,Florence Eldridge,Helene Millard,Robert Elliott,Mary Doran,Tyler Brooke,Zelda Sears,George Irving,Judith Wood,Helen Johnson,Theodor von Eltz	NA	NA	Apr 19, 1930 wide	Classics,Drama,Romance	MGM	Robert Z. Leonard	83 minutes	NA	NR	John Meehan, Nick Grinde, Zelda Sears
Django	82%	57%	Reda Kateb,Cécile De France,Beata Palya	NA	NA	Jan 5, 2018 limited	Art House & International,Drama	Under the Milky Way	Etienne Comar	117 minutes	$11,722	NR	Alexis Salatko, Etienne Comar
Dogtooth	75%	92%	Christos Stergioglou,Michelle Valley,Angeliki Papoulia,Hristos Passalis,Christos Passalis,Mary Tsoni,Anna Kalaintzidou	NA	NA	Jun 25, 2010 wide	Art House & International,Drama	Kino International	Yorgos Lanthimos	96 minutes	$110,197	R	Yorgos Lanthimos, Efthimis Filippou
Dog Eat Dog	19%	47%	Willem Dafoe,Nicolas Cage,Christopher Matthew Cook,Melissa Bolona,Paul Schrader,Rey Gallegos,Chelcie Melton,Logan Fry,Bruce Reizen,Magi Avila,Omar J. Dorsey,Jessica Sonneborn,Louisa Krause,Michael Wisniewski,Chelsea Mee,Nicky Whelan,Leilani Barrett,John Patrick Jordan	NA	NA	Nov 4, 2016 limited	Action & Adventure,Mystery & Suspense	Ingenious Media	Paul Schrader	95 minutes	NA	NR	Matthew Wilder
Dog Park	28%	36%	Natasha Henstridge,Janeane Garofalo,Luke Wilson,Kathleen Robertson,Bruce McCulloch,Kristin Lehman,Amie Carey,Gordon Currie,Harland Williams,Mark McKinney,Jerry Schaefer,Zachary Bennett,Peter MacNeill,Ron James,Albert Schultz,Diane Flacks,Earl Pastko,Nick Johne,Jennifer Irwin,Myrna Sun,Michael McManus,Tracy Wright,Leisha Morais,Jason Arnott,Terri Hawkes,Boyd Banks	NA	NA	Jun 1, 1998 wide	Comedy	New Line Home Entertainment	Bruce McCulloch	91 minutes	NA	R (adult situations/language, sex)	Bruce McCulloch
Dog Pound	69%	65%	Adam Butcher,Shane Kippel,Mateo Morales,Slim Twig,Taylor Poulin,Dewshane Williams,Lawrence Bayne,Trent McMullen,Jeff McEnery,Bryan Murphy,Michael Morang,Clayton Joseph,Alexander Conti,William Ellis,Michael States Jr.,Arnold Pinnock,Tim Turnell,Lynne Adams	NA	NA	Apr 24, 2010 wide	Drama	Partizan Production	Kim Chapiron	88 minutes	NA	R	Kim Chapiron, Jeremie Delon
$	54%	83%	Warren Beatty,Goldie Hawn,Gert Fröbe,Robert Webber,Scott Brady,Arthur Brauss,Robert Stiles,Elizabeth Ashley,Wolfgang Kieling,Howard Duff,Christopher George,Robert Herron,Christiane Maybach,Hans Hutter,Monica Stender,Françoise Blanc,Horst Hesslein,Wolfgang Kuhlman,Klaus Tschichan,Tove Platon,Kirsten Lahman,Darrell Armstrong,Walter Trott	NA	NA	Dec 15, 1971 wide	Classics,Comedy,Drama	Sony Pictures Entertainment	Richard Brooks	122 minutes	NA	R	Richard Brooks
Donkey Punch	24%	50%	Robert Boulter,Sian Breckin,Tom Burke,Nichola Burley,Julian Morris,Tim Burke,Jay Taylor,Jaime Winstone	NA	NA	Jan 22, 2008 wide	Mystery & Suspense	Magnolia Pictures	Olly Blackburn	90 minutes	NA	R (for a scene of strong sexual content involving an aberrant violent act, graphic nudity, violence, language and drug use)	David Bloom, Olly Blackburn
Don't Hang Up	30%	21%	Gregg Sulkin,Garrett Clayton	NA	NA	Feb 10, 2017 limited	Horror	Vertical Entertainment	Alexis Wajsbrot, Damien Macé	NA	NA	R (for disturbing violence, and language including sexual references)	Joe Johnson
Don't Kill It	34%	89%	Dolph Lundgren,Kristina Klebe,Billy Slaughter,Miles Doleac,Aaron McPherson,Michael Aaron Milligan,Michelle West	NA	NA	Mar 3, 2017 limited	Action & Adventure,Horror	Archstone Distribution	Mike Mendez	93 minutes	NA	NR	Robert Ohlsen, Dan Berk
Don 2	71%	75%	Shah Rukh Khan,Priyanka Chopra,Boman Irani,Lara Dutta	NA	NA	Dec 23, 2011 limited	Art House & International,Mystery & Suspense	Reliance Big Pictures	Farhan Akhtar	105 minutes	$2,425,377	PG	Farhan Akhtar
Don McKay	23%	38%	Thomas Haden Church,Elisabeth Shue,Melissa Leo,M. Emmet Walsh,Keith David,James Rebhorn,Pruitt Taylor Vince,Robert Wahlberg,Meagan Hawkes,Stephen Benson,Lonnie Farmer,Bates Wilder,Ted Arcidi,Meagen Hawkes,Rachel Harker,Amanda Donaghey,Melissa Rosal,Dossy Peabody,Lewis Wheeler,Charles Peabody,Harley Yanoff	NA	NA	Apr 2, 2010 wide	Comedy,Drama,Mystery & Suspense	Image Entertainment	Jake Goldberger	87 minutes	NA	R (for language and some violence)	Jake Goldberger
Don Peyote	32%	7%	Dan Fogler,Josh Duhamel,Jay Baruchel,Wallace Shawn,Timothy 'Speed' Levitch,Kelly Hutchinson,Daniel Pinchbeck,Dean Winters,Joe Coleman,Juliette Bennett,Anne Hathaway,Topher Grace,Abel Ferrara,Lauren Francesca,Annabella Sciorra,Meital Dohan,William Leroy,Wen Yann Shih,Sean Brenden Brosnan,Ilana Levine,Sarah Seeds,Annette Harper,William Mercado,T.J. Hassan,Keith Ward,Montanna Gillis,Razor Rizzotti,Joshua Warren,Yang Miller,Rachel Brill,Yoko Hori,Michael Buonomo,Nicole Cimino,John Merolla,Celina Leroy,Lorraine Leckie,Anthony Haden-Guest,Michael Broussard,Dani Baum,Craig Geraghty,Melissa Ximena,Thomas M. Sullivan,Freeman,Matthew Shear,Randy Lebeau,Whitney Ward,Nicholas de Cegli,Janell Shirtcliff,Taylan Sinan Yilmaz,Nicholas Tene,Angeliese Adams,Evan Jay,Francesca Carillo Vaccino,Oleksandra Hatnyanska,Celestina Kitchy,Jeremy Halpern,Gasner Demosthenes	NA	NA	May 16, 2014 limited	Comedy,Drama	Xlrator Media	Dan Fogler, Michael Canzoniero	98 minutes	NA	NR	Dan Fogler, Michael Canzoniero
Dopamine	52%	51%	John Livingston,Sabrina Lloyd,Bruno Campos,Reuben Grundy,William Windom,Nicole Wilder,Kathleen Antonia,Ivan Kraljevic	NA	NA	Oct 10, 2003 limited	Comedy,Documentary,Drama,Romance	The Sundance Channel	Mark Decena	90 minutes	NA	G (for language, sexuality and brief drug use)	Mark Decena, Timothy Breitbach
National Lampoon Presents Dorm Daze	26%	0%	Gable Carr,Patrick Cavanaugh,James DeBello,Marieh Delfino,Tony Denman,Danielle Fishel,Tatyana Ali,Boti Ann Bliss,Courtney Gains,Patrick Casey,Edwin Hodge,Jennifer Lyons,Chris Owen,Patrick Renna,Cameron Richardson,Randy Spelling,Gregory Hinton,Joshua "Worm" Miller,Marie-Noelle Marquis,Paul H. Kim	NA	NA	Sep 26, 2003 wide	Comedy	120 Degree Films	David Hillenbrand, Scott Hillenbrand	96 minutes	NA	R (adult situations/language, nudity, sex)	Scott Hillenbrand, Joshua "Worm" Miller, David Hillenbrand, Patrick Casey
Double Dare	78%	97%	Jeannie Epper,Zoe Bell,Lynda Carter,Lucy Lawless,Eurlyne Epper,Ken Howard,Terry Leonard,Quentin Tarantino,Steven Spielberg,Terry J. Leonard,Andrew Bell,Tish Bell,Conrad E. Palmisano,Tim Kimack,Stuart Thorp,Robert Tapert,Paul Grinder,Jimmy Scourer,Monica Staggs,Jill Anthony,Gary Epper,Kenny Lesco	NA	NA	Apr 15, 2005 wide	Documentary,Musical & Performing Arts,Television	Balcony Releasing	Amanda Micheli	81 minutes	NA	PG	NA
Down Terrace	61%	85%	Bob Hill,Robin Hill,Sara Dee,Julia Deakin,David Schaal,Tony Way,Kerry Peacock,Michael Smiley,Mark Kempner,Kitty Blue,Gareth Tunley,Kali Peacock,Luke Hartney,Janet Hill,Simon Smith,Paul George,Simon Walker	NA	NA	Oct 15, 2010 limited	Art House & International,Comedy,Drama	Magnolia Pictures	Ben Wheatley	89 minutes	$9,609	R (for violence, pervasive language and some drug use)	Ben Wheatley, Robin Hill
Down and Derby	51%	22%	Greg Germann,Lauren Holly,Noriyuki 'Pat' Morita,Adam Hicks,Perry Anzilotti,Deborah Ashton,Danny Shepherd,Ross Brockley,Tammy Lier,Nicholas Nengas,Marc Raymond,Hunter Tylo,Eric Jacobs,Joey Miyashima,K.J. Adachi,Robert Costanzo,Michael Glauser,Sandy Hackett,Carmen Rasmusen,Jared Wyson,Joseph McKay,Cameron Mainwaring,Cameron Manwaring,Kyle Broadhead,Scott Christopher-Claflin,Don Murphy,Craig Costello,Alan Cassidy,Keaton Perkins,Megan Selensky,Rick Glauser,TJ Larson,Janet Bird,Laralee Leavitt,Kaylee Barrett,Beverly Rhodes,Kade Mathew,Greg Porter,James Budge,Matt Marquis,Tanner Smith,Jake Akins,Olivia Paix,Great Dane,Oscar and Elmer,Mario Kiemens	NA	NA	Apr 15, 2005 limited	Comedy,Kids & Family	Freestyle Releasing	Eric Hendershot	90 minutes	$43,930	PG (for some crude humor and brief mild language)	Eric Hendershot
Down Periscope	61%	12%	Kelsey Grammer,Lauren Holly,Bruce Dern,Rob Schneider,Ken Hudson Campbell,Toby Huss,Harry Dean Stanton,Kenneth Hudson Campbell,Rip Torn,William H. Macy,Duane Martin,Jonathan Penner,Bradford Tatum,Harland Williams,James Martin Jr.,Jordan Marder,Matt Landers,Joseph Latimore,Patton Oswalt,Soto Joe Hugh,John Shepherd,Pierrino Mascarino,Dennis Fimple,Ancel Cook,James Harper,Rudy Hornish,Michael William Connors,Tommy Terrell,Elliot Easton,Michael Connors,Paul Tranghese,Mitch Danton,Jackson Sleet,Annie Talbot,Eugene Daniel,Bob Dini,Andrew English,Steve Giralo,Robert Grochau,Jamie James,Joseph Keawkalaya,Todd Odom	NA	NA	Mar 1, 1996 wide	Comedy	Twentieth Century Fox Home Entertainment	David S. Ward	92 minutes	NA	PG-13 (adult situations/language)	Hugh Wilson, Andrew Kurtzman, Eliot Wald
Dracula A.D. 1972	40%	25%	Stephanie Beacham,Marsha A. Hunt,David Andrews,Lally Bowers,Janet Key,Michael Kitchen,J. Philip Miller,Caroline Munro,Christopher Lee,Peter Cushing,Christopher Neame,Michael Coles,William Ellis,Stoneground	NA	NA	Nov 11, 1972 wide	Classics,Horror	Warner Bros. Pictures	Alan Gibson	95 minutes	NA	PG	NA
Dragonslayer	61%	89%	Josh "Skreech" Sandoval	NA	NA	Nov 4, 2011 limited	Documentary,Musical & Performing Arts,Special Interest,Sports & Fitness	Animals of Combat	Tristan Patterson	74 minutes	NA	NR	NA
Dreamgirls	71%	78%	Jamie Foxx,Beyoncé Knowles,Eddie Murphy,Danny Glover,Jennifer Hudson,Anika Noni Rose,Keith Robinson,Sharon Leal,Loretta Devine,Michael-Leon Wooley,John Lithgow,John Krasinski,Mariah I. Wilson,Yvette Cason,Ken Page,Ralph Harris,Alexander Folk,Esther Scott,Jordan Wright,Dawnn Lewis,Jaleel White,Hinton Battle,Jordan Belfi,Gilbert Glenn Brown,Yvette Nicole Brown,Laura Bell Bundy,E.J. Callahan,Luna Rocio Cantale,Stephanie Owens,Thomas Crawford,Cleo King,Pam Trotter,Jocko Sims,Daren A. Herbert,Ivar Brogger,Rory O'Malley,Sybyl Walker,Jonelle Kennedy	NA	NA	Dec 25, 2006 wide	Drama,Musical & Performing Arts	Dreamworks	Bill Condon	130 minutes	$103,300,000	PG-13 (for language, some sexuality and drug content)	Bill Condon
Drone	26%	27%	Sean Bean,Mary McCormack,Patrick Sabongui,Joel David Moore	NA	NA	May 26, 2017 limited	Mystery & Suspense	NA	Jason Bourque	91 minutes	NA	NR	Paul A. Birkett, Jason Bourque, Roger Patterson
Dr. Bronner's Magic Soapbox	63%	86%	Emanuel Bronner,Ralph Bronner,Jim Bronner,Trudy Bronner,Mike Bronner,David Bronner,Gladys Bronner,P.R. White,Keith Waa,Gail Tripp,Dolly Scanlan,Chet Rohn,Eldridge Cleaver,Burt A. Siegel,Rosemarie Landry,Robbie Landry	NA	NA	Jun 29, 2007 wide	Documentary,Special Interest	Balcony Releasing	Sara Lamm	88 minutes	NA	NR	NA
Dr. Cyclops	55%	77%	Albert Dekker,Janice Logan,Thomas Coley,Charles Halton,Victor Kilian,Frank Yaconelli,Billy Wilkerson,Douglas Carter Beane,Allen Fox,Paul Fix,Frank Reicher	NA	NA	Apr 12, 1940 wide	Action & Adventure,Classics,Horror,Science Fiction & Fantasy	MCA Universal Home Video	Ernest B. Schoedsack	76 minutes	NA	G	Tom Kilpatrick
Dr. Feelgood: Dealer or Healer?	47%	83%	William Hurwitz,Molly Shaw,Bret McCarter,Aaron Weeter,Aaron Wheeler,Gabriela Hurwitz,Charles Bamhart,Laura Cooper,Anna Lembke,Paul Nye,Ken Pedigo,Nilse Quercia,Lawrence Robbins,Hal Talley,John Tierney,Georgia Tsournounis,Anne Wierbinski,Michaelina Woodson	NA	NA	Dec 30, 2016 limited	Documentary	Diamond Docs	Eve Marson	84 minutes	NA	NR	David Boodell, Sara Goldblatt, Eve Marson, Mark Monroe
Duane Hopwood	61%	55%	David Schwimmer,Janeane Garofalo,Judah Friedlander,Susan Lynch,Dick Cavett,Steve Schirripa,Jerry Grayson,Bill Buell,John Krasinski,Ramya Pratt,Rachel Covey,Brian Tarantina,Irma St. Paule,Isiah Whitlock Jr.,Lenny Venito,Bernie McInerney,Mia Dillon,Jim Fyfe,Chance Kelly,Jeffrey V. Thompson,Josh Flitter,Sayra Player,Vincent Riviezzo,Marty Dunn,Jama Williamson,Pauline Tully,Daisy Ang,Joan Griffith	NA	NA	Jan 20, 2005 wide	Art House & International,Drama	Big Beach	Matt Mulhern	83 minutes	NA	R (for language.)	Matt Mulhern
